CODE,THEME_A_CD,THEME_A_NM,THEME_B_CD,THEME_B_NM,THEME_C_CD,THEME_C_NM,THEME_D_CD,THEME_D_NM,GMAP_X,GMAP_Y
10002100100610,10002,지하철역,10,수도권,010,경의중앙선,0610,문산,126.788078775793,37.854587025659399
10002100100611,10002,지하철역,10,수도권,010,경의중앙선,0611,백마,126.79440977829501,37.658275160755402
10002100100614,10002,지하철역,10,수도권,010,경의중앙선,0614,수색,126.895593690737,37.581046427298901
10002100100615,10002,지하철역,10,수도권,010,경의중앙선,0615,신촌,126.942567028836,37.55981717041
10002100100616,10002,지하철역,10,수도권,010,경의중앙선,0616,운정,126.767023179098,37.725236849747503
10002100100617,10002,지하철역,10,수도권,010,경의중앙선,0617,월롱,126.79249905624999,37.796129706722503
10002100100618,10002,지하철역,10,수도권,010,경의중앙선,0618,일산,126.769095982525,37.682477200976301
10002100100619,10002,지하철역,10,수도권,010,경의중앙선,0619,탄현,126.7610677389,37.694031544216401
10002100100620,10002,지하철역,10,수도권,010,경의중앙선,0620,파주,126.79279946365899,37.815236394139497
10002100100621,10002,지하철역,10,수도권,010,경의중앙선,0621,풍산,126.78632016023499,37.672570792072598
10002100100622,10002,지하철역,10,수도권,010,경의중앙선,0622,행신,126.834015037759,37.6121846397212
10002100100623,10002,지하철역,10,수도권,010,경의중앙선,0623,화전,126.86771442192,37.603335559705798
10002100100667,10002,지하철역,10,수도권,010,경의중앙선,0667,구리,127.143784787296,37.603535761858502
10002100100668,10002,지하철역,10,수도권,010,경의중앙선,0668,국수,127.39935767249101,37.5160748198523
10002100100669,10002,지하철역,10,수도권,010,경의중앙선,0669,덕소,127.20869185745801,37.587016565653897
10002100100670,10002,지하철역,10,수도권,010,경의중앙선,0670,도농,127.159830628962,37.608409463209703
10002100100671,10002,지하철역,10,수도권,010,경의중앙선,0671,도심,127.22269424232699,37.579576510721999
10002100100672,10002,지하철역,10,수도권,010,경의중앙선,0672,망우,127.09220339796801,37.599416914512503
10002100100673,10002,지하철역,10,수도권,010,경의중앙선,0673,서빙고,126.98968941374,37.519731587801203
10002100100675,10002,지하철역,10,수도권,010,경의중앙선,0675,아신,127.44283928993499,37.514031290808099
10002100100676,10002,지하철역,10,수도권,010,경의중앙선,0676,양수,127.32905444418,37.545967713032297
10002100100677,10002,지하철역,10,수도권,010,경의중앙선,0677,양원,127.10702491023601,37.606396222398402
10002100100678,10002,지하철역,10,수도권,010,경의중앙선,0678,양정,127.193007454688,37.606006935632998
10002100100679,10002,지하철역,10,수도권,010,경의중앙선,0679,양평,127.491820722753,37.492746525171299
10002100100680,10002,지하철역,10,수도권,010,경의중앙선,0680,옥수,127.01749384285201,37.541883608113501
10002100100681,10002,지하철역,10,수도권,010,경의중앙선,0681,왕십리,127.03833400000001,37.562016
10002100100682,10002,지하철역,10,수도권,010,경의중앙선,0682,용문,127.594643382803,37.482233899999898
10002100100683,10002,지하철역,10,수도권,010,경의중앙선,0683,용산,126.964392423031,37.529339845146701
10002100100684,10002,지하철역,10,수도권,010,경의중앙선,0684,운길산,127.310118398147,37.554669111769499
10002100100685,10002,지하철역,10,수도권,010,경의중앙선,0685,원덕,127.54708922327799,37.468678900830497
10002100100686,10002,지하철역,10,수도권,010,경의중앙선,0686,응봉,127.034656123758,37.550080199792099
10002100100687,10002,지하철역,10,수도권,010,경의중앙선,0687,이촌,126.974340482274,37.522532951817396
10002100100688,10002,지하철역,10,수도권,010,경의중앙선,0688,중랑,127.075874341781,37.5948693525783
10002100100689,10002,지하철역,10,수도권,010,경의중앙선,0689,청량리,127.047586,37.580143999999997
10002100100690,10002,지하철역,10,수도권,010,경의중앙선,0690,팔당,127.24397208456401,37.547323038534898
10002100100691,10002,지하철역,10,수도권,010,경의중앙선,0691,한남,127.00859468078799,37.529325763884003
10002100100692,10002,지하철역,10,수도권,010,경의중앙선,0692,회기,127.05812652394199,37.589742407599601
10002100100755,10002,지하철역,10,수도권,010,경의중앙선,0755,서울역,126.972643448965,37.5531711851973
10002100100780,10002,지하철역,10,수도권,010,경의중앙선,0780,상봉,127.085819571966,37.595614936416702
10002100100781,10002,지하철역,10,수도권,010,경의중앙선,0781,신원,127.37258591719601,37.525981682411199
10002100100782,10002,지하철역,10,수도권,010,경의중앙선,0782,오빈,127.47392943491801,37.5061421216936
10002100100837,10002,지하철역,10,수도권,010,경의중앙선,0837,공덕,126.951715430688,37.5435952109856
10002100100838,10002,지하철역,10,수도권,010,경의중앙선,0838,서강대,126.936290894442,37.551482856085798
10002100100839,10002,지하철역,10,수도권,010,경의중앙선,0839,홍대입구,126.923658100772,37.556737195219299
10002100100886,10002,지하철역,10,수도권,010,경의중앙선,0886,강매,126.84502913130601,37.612428120431098
10002100100924,10002,지하철역,10,수도권,010,경의중앙선,0924,야당,126.7613771,37.711970299999997
10002100100932,10002,지하철역,10,수도권,010,경의중앙선,0932,효창공원앞,126.9529804,37.5386089
10002100100985,10002,지하철역,10,수도권,010,경의중앙선,0985,지평,127.6278397,37.476364400000001
10002100100986,10002,지하철역,10,수도권,010,경의중앙선,0986,임진강,126.7453083,37.8888842
10002100110624,10002,지하철역,10,수도권,011,경춘선,0624,가평,127.510791849737,37.8144627
10002100110625,10002,지하철역,10,수도권,011,경춘선,0625,갈매,127.11473004603199,37.634069215121102
10002100110626,10002,지하철역,10,수도권,011,경춘선,0626,강촌,127.63413413439299,37.805728237526701
10002100110627,10002,지하철역,10,수도권,011,경춘선,0627,굴봉산,127.557417834918,37.832104695038304
10002100110628,10002,지하철역,10,수도권,011,경춘선,0628,금곡,127.20786400366801,37.6373848920339
10002100110629,10002,지하철역,10,수도권,011,경춘선,0629,김유정,127.714290084655,37.818408254721703
10002100110630,10002,지하철역,10,수도권,011,경춘선,0630,남춘천,127.723810299999,37.8640202401834
10002100110631,10002,지하철역,10,수도권,011,경춘선,0631,대성리,127.379425176721,37.684183246695397
10002100110632,10002,지하철역,10,수도권,011,경춘선,0632,마석,127.311740594396,37.652778180591497
10002100110633,10002,지하철역,10,수도권,011,경춘선,0633,망우,127.092309353967,37.599214901749299
10002100110635,10002,지하철역,10,수도권,011,경춘선,0635,백양리,127.589368308703,37.830731933530799
10002100110637,10002,지하철역,10,수도권,011,경춘선,0637,사릉,127.176964955816,37.651096287752203
10002100110638,10002,지하철역,10,수도권,011,경춘선,0638,상봉,127.08569308465501,37.595606001697298
10002100110639,10002,지하철역,10,수도권,011,경춘선,0639,상천,127.45458571904901,37.770104914776702
10002100110641,10002,지하철역,10,수도권,011,경춘선,0641,청평,127.42662497092201,37.735449709916303
10002100110642,10002,지하철역,10,수도권,011,경춘선,0642,춘천,127.71699834921201,37.884963802060597
10002100110643,10002,지하철역,10,수도권,011,경춘선,0643,퇴계원,127.144048886785,37.648327027664102
10002100110644,10002,지하철역,10,수도권,011,경춘선,0644,평내호평,127.244449334631,37.653202894981298
10002100110883,10002,지하철역,10,수도권,011,경춘선,0883,별내,129.013959,35.316935000000001
10002100110884,10002,지하철역,10,수도권,011,경춘선,0884,신내,127.10327700000001,37.612855000000003
10002100110885,10002,지하철역,10,수도권,011,경춘선,0885,천마산,127.285374,37.659005999999998
10002100110986,10002,지하철역,10,수도권,011,경춘선,0986,중랑,127.07259449999999,37.595004199999998
10002100110987,10002,지하철역,10,수도권,011,경춘선,0987,회기,127.05583059999999,37.589704099999999
10002100110988,10002,지하철역,10,수도권,011,경춘선,0988,청량리,127.0442491,37.5792492
10002100111042,10002,지하철역,10,수도권,011,경춘선,1042,광운대,127.06182800000001,37.623655999999997
10002100120693,10002,지하철역,10,수도권,012,공항철도,0693,검암,126.67404672222899,37.569121761324901
10002100120694,10002,지하철역,10,수도권,012,공항철도,0694,계양,126.738215343051,37.572031260185
10002100120695,10002,지하철역,10,수도권,012,공항철도,0695,공항화물청사,126.47632255686899,37.458299550944197
10002100120696,10002,지하철역,10,수도권,012,공항철도,0696,김포공항,126.80205814268299,37.562018475381898
10002100120697,10002,지하철역,10,수도권,012,공항철도,0697,디지털미디어시티,126.900306074591,37.577458717593501
10002100120698,10002,지하철역,10,수도권,012,공항철도,0698,서울역,126.9694999,37.557236795612098
10002100120699,10002,지하철역,10,수도권,012,공항철도,0699,운서,126.493812928558,37.492933899999997
10002100120700,10002,지하철역,10,수도권,012,공항철도,0700,인천공항1터미널,126.4506076,37.448491099999998
10002100120701,10002,지하철역,10,수도권,012,공항철도,0701,홍대입구,126.926933392728,37.557406125021998
10002100120756,10002,지하철역,10,수도권,012,공항철도,0756,공덕,126.951127796295,37.5430582022164
10002100120887,10002,지하철역,10,수도권,012,공항철도,0887,청라국제도시,126.6245342,37.556347700000003
10002100120934,10002,지하철역,10,수도권,012,공항철도,0934,영종,126.5149724,37.511881600000002
10002100121009,10002,지하철역,10,수도권,012,공항철도,1009,인천공항2터미널,126.421744,37.423895899999998
10002100121043,10002,지하철역,10,수도권,012,공항철도,1043,마곡나루,126.827709,37.565995999999998
10002100130645,10002,지하철역,10,수도권,013,수인분당선,0645,개포동,127.066067886627,37.489221164065697
10002100130646,10002,지하철역,10,수도권,013,수인분당선,0646,가천대,127.12672081763699,37.449081425854601
10002100130647,10002,지하철역,10,수도권,013,수인분당선,0647,구룡,127.058585398909,37.487098653717602
10002100130648,10002,지하철역,10,수도권,013,수인분당선,0648,대모산입구,127.07301728994599,37.4915633674444
10002100130649,10002,지하철역,10,수도권,013,수인분당선,0649,도곡,127.055802322963,37.491176091205297
10002100130650,10002,지하철역,10,수도권,013,수인분당선,0650,모란,127.12968742027699,37.433865638787601
10002100130651,10002,지하철역,10,수도권,013,수인분당선,0651,미금,127.108867914679,37.349825275005401
10002100130653,10002,지하철역,10,수도권,013,수인분당선,0653,보정,127.108339074868,37.312835633906197
10002100130654,10002,지하철역,10,수도권,013,수인분당선,0654,복정,127.12676642868701,37.471011826515202
10002100130655,10002,지하철역,10,수도권,013,수인분당선,0655,서현,127.123457170454,37.3850625930178
10002100130656,10002,지하철역,10,수도권,013,수인분당선,0656,선릉,127.049062545488,37.504683170489997
10002100130657,10002,지하철역,10,수도권,013,수인분당선,0657,수내,127.11431919547201,37.378479824640998
10002100130658,10002,지하철역,10,수도권,013,수인분당선,0658,수서,127.10241645888701,37.487768529783203
10002100130659,10002,지하철역,10,수도권,013,수인분당선,0659,야탑,127.12873660141101,37.411485572588802
10002100130661,10002,지하철역,10,수도권,013,수인분당선,0661,오리,127.10896563276,37.339196726578699
10002100130662,10002,지하철역,10,수도권,013,수인분당선,0662,이매,127.12825354005,37.395621052060697
10002100130663,10002,지하철역,10,수도권,013,수인분당선,0663,정자,127.108222611336,37.365964934581797
10002100130664,10002,지하철역,10,수도권,013,수인분당선,0664,죽전,127.107446237956,37.324283717187299
10002100130665,10002,지하철역,10,수도권,013,수인분당선,0665,태평,127.12778122741901,37.439879215762701
10002100130666,10002,지하철역,10,수도권,013,수인분당선,0666,한티,127.052870340834,37.496223000615501
10002100130757,10002,지하철역,10,수도권,013,수인분당선,0757,구성,127.10599178968801,37.298563141040702
10002100130758,10002,지하철역,10,수도권,013,수인분당선,0758,기흥,127.115917783605,37.275119535272999
10002100130759,10002,지하철역,10,수도권,013,수인분당선,0759,신갈,127.11133245767201,37.286050175253898
10002100130794,10002,지하철역,10,수도권,013,수인분당선,0794,선정릉,127.04387804418,37.510259048331697
10002100130795,10002,지하철역,10,수도권,013,수인분당선,0795,강남구청,127.041275,37.517171999999903
10002100130796,10002,지하철역,10,수도권,013,수인분당선,0796,압구정로데오,127.04066228836,37.527759379011997
10002100130797,10002,지하철역,10,수도권,013,수인분당선,0797,서울숲,127.044840033729,37.544163433617499
10002100130798,10002,지하철역,10,수도권,013,수인분당선,0798,왕십리,127.038758,37.560550999999997
10002100130808,10002,지하철역,10,수도권,013,수인분당선,0808,오이도,126.738572761377,37.361989690146203
10002100130809,10002,지하철역,10,수도권,013,수인분당선,0809,월곶,126.742378450012,37.392108917061996
10002100130810,10002,지하철역,10,수도권,013,수인분당선,0810,소래포구,126.73390266952499,37.400990442208901
10002100130811,10002,지하철역,10,수도권,013,수인분당선,0811,인천논현,126.722444272613,37.4006154278811
10002100130812,10002,지하철역,10,수도권,013,수인분당선,0812,호구포,126.708217835998,37.401910923966099
10002100130813,10002,지하철역,10,수도권,013,수인분당선,0813,남동인더스파크,126.69549222327799,37.407491622969502
10002100130814,10002,지하철역,10,수도권,013,수인분당선,0814,원인재,126.687853356771,37.412379791152901
10002100130815,10002,지하철역,10,수도권,013,수인분당선,0815,연수,126.678914678326,37.417841989457898
10002100130816,10002,지하철역,10,수도권,013,수인분당선,0816,송도,126.658218661932,37.428611278501101
10002100130832,10002,지하철역,10,수도권,013,수인분당선,0832,상갈,127.10885211045,37.261803404127903
10002100130833,10002,지하철역,10,수도권,013,수인분당선,0833,청명,127.07899864418,37.2595234259393
10002100130834,10002,지하철역,10,수도권,013,수인분당선,0834,영통,127.071646914016,37.251831600374501
10002100130835,10002,지하철역,10,수도권,013,수인분당선,0835,망포,127.05735867525399,37.245794566548199
10002100130879,10002,지하철역,10,수도권,013,수인분당선,0879,매탄권선,127.04058999999999,37.252983999999998
10002100130880,10002,지하철역,10,수도권,013,수인분당선,0880,수원시청,127.03069000000001,37.261920000000003
10002100130881,10002,지하철역,10,수도권,013,수인분당선,0881,매교,127.0157,37.265486000000003
10002100130882,10002,지하철역,10,수도권,013,수인분당선,0882,수원,127.00042000000001,37.265783999999996
10002100130931,10002,지하철역,10,수도권,013,수인분당선,0931,달월,126.7369041,37.380236600000003
10002100130935,10002,지하철역,10,수도권,013,수인분당선,0935,인하대,126.641002,37.449128899999998
10002100130936,10002,지하철역,10,수도권,013,수인분당선,0936,숭의,126.62973220000001,37.460975099999999
10002100130937,10002,지하철역,10,수도권,013,수인분당선,0937,신포,126.61829349999999,37.467824800000002
10002100130938,10002,지하철역,10,수도권,013,수인분당선,0938,인천,126.608846,37.4769401
10002100130939,10002,지하철역,10,수도권,013,수인분당선,0939,정왕,126.7414064,37.351905500000001
10002100130940,10002,지하철역,10,수도권,013,수인분당선,0940,신길온천,126.7651173,37.3374922
10002100130941,10002,지하철역,10,수도권,013,수인분당선,0941,안산,126.7414064,37.351905500000001
10002100130942,10002,지하철역,10,수도권,013,수인분당선,0942,초지,126.80396229999999,37.320587199999999
10002100130943,10002,지하철역,10,수도권,013,수인분당선,0943,고잔,126.8208482,37.316830899999999
10002100130944,10002,지하철역,10,수도권,013,수인분당선,0944,중앙,126.8363433,37.316059199999998
10002100130945,10002,지하철역,10,수도권,013,수인분당선,0945,한대앞,126.8514673,37.309689200000001
10002100130946,10002,지하철역,10,수도권,013,수인분당선,0946,사리,126.8549903,37.290917200000003
10002100130947,10002,지하철역,10,수도권,013,수인분당선,0947,야목,126.8786788,37.263024100000003
10002100130948,10002,지하철역,10,수도권,013,수인분당선,0948,어천,126.9107048,37.249727800000002
10002100130949,10002,지하철역,10,수도권,013,수인분당선,0949,오목천,126.962789,37.2448409
10002100130950,10002,지하철역,10,수도권,013,수인분당선,0950,고색,126.97810029999999,37.249672199999999
10002100130951,10002,지하철역,10,수도권,013,수인분당선,0951,청량리,127.04526850000001,37.579958400000002
10002100140702,10002,지하철역,10,수도권,014,인천1호선,0702,간석오거리,126.707920305926,37.467068386502604
10002100140703,10002,지하철역,10,수도권,014,인천1호선,0703,갈산,126.721545927722,37.517250464275499
10002100140704,10002,지하철역,10,수도권,014,인천1호선,0704,경인교대입구,126.722575895983,37.538096539794402
10002100140705,10002,지하철역,10,수도권,014,인천1호선,0705,계산,126.72811197538999,37.543217826728899
10002100140706,10002,지하철역,10,수도권,014,인천1호선,0706,계양,126.736265890795,37.571642228039501
10002100140707,10002,지하철역,10,수도권,014,인천1호선,0707,국제업무지구,126.63026096480399,37.400056347337802
10002100140708,10002,지하철역,10,수도권,014,인천1호선,0708,귤현,126.742574446398,37.566386827361399
10002100140709,10002,지하철역,10,수도권,014,인천1호선,0709,동막,126.67392732756601,37.397959626103599
10002100140710,10002,지하철역,10,수도권,014,인천1호선,0710,동수,126.718348734576,37.4853830054737
10002100140711,10002,지하철역,10,수도권,014,인천1호선,0711,동춘,126.680901071005,37.4046587004242
10002100140712,10002,지하철역,10,수도권,014,인천1호선,0712,문학경기장,126.69854330321,37.434787636039097
10002100140713,10002,지하철역,10,수도권,014,인천1호선,0713,박촌,126.745127909381,37.553748537144997
10002100140714,10002,지하철역,10,수도권,014,인천1호선,0714,부평구청,126.720601790148,37.5084167783208
10002100140715,10002,지하철역,10,수도권,014,인천1호선,0715,부평삼거리,126.710098259646,37.477635388064598
10002100140716,10002,지하철역,10,수도권,014,인천1호선,0716,부평시장,126.72223257323,37.4983052651123
10002100140717,10002,지하철역,10,수도권,014,인천1호선,0717,부평,126.724550001818,37.489452311255199
10002100140718,10002,지하철역,10,수도권,014,인천1호선,0718,선학,126.69888662596399,37.426693971642599
10002100140719,10002,지하철역,10,수도권,014,인천1호선,0719,센트럴파크,126.63468124526,37.393032952694703
10002100140720,10002,지하철역,10,수도권,014,인천1호선,0720,신연수,126.69377969999999,37.418019999999999
10002100140721,10002,지하철역,10,수도권,014,인천1호선,0721,예술회관,126.701010935504,37.449575481952401
10002100140722,10002,지하철역,10,수도권,014,인천1호선,0722,원인재,126.687810441427,37.412294573744099
10002100140723,10002,지하철역,10,수도권,014,인천1호선,0723,인천대입구,126.63946630614301,37.386025949388099
10002100140724,10002,지하철역,10,수도권,014,인천1호선,0724,인천시청,126.70221256514201,37.457223808295097
10002100140725,10002,지하철역,10,수도권,014,인천1호선,0725,인천터미널,126.699723475177,37.4422500710373
10002100140726,10002,지하철역,10,수도권,014,인천1호선,0726,임학,126.738626234729,37.545021252661101
10002100140727,10002,지하철역,10,수도권,014,인천1호선,0727,작전,126.72249006529501,37.530456491288597
10002100140728,10002,지하철역,10,수도권,014,인천1호선,0728,지식정보단지,126.64521696227099,37.378319194467799
10002100140729,10002,지하철역,10,수도권,014,인천1호선,0729,캠퍼스타운,126.66161062377,37.387867269167799
10002100140730,10002,지하철역,10,수도권,014,인천1호선,0730,테크노파크,126.65624620574,37.382172670933699
10002100140731,10002,지하철역,10,수도권,014,인천1호선,0731,송도달빛축제공원,126.6246254,37.407224100000001
10002100240745,10002,지하철역,10,수도권,024,신분당선,0745,강남,127.028046683523,37.497142994085401
10002100240748,10002,지하철역,10,수도권,024,신분당선,0748,청계산입구,127.054894370855,37.448310365555102
10002100240750,10002,지하철역,10,수도권,024,신분당선,0750,정자,127.108409872986,37.3674640610406
10002100240925,10002,지하철역,10,수도권,024,신분당선,0925,동천,127.09419680000001,37.338191399999999
10002100240926,10002,지하철역,10,수도권,024,신분당선,0926,수지구청,127.0823927,37.320458000000002
10002100240927,10002,지하철역,10,수도권,024,신분당선,0927,성복,127.071753,37.313256500000001
10002100240928,10002,지하철역,10,수도권,024,신분당선,0928,상현,127.06064170000001,37.298526099999997
10002100260817,10002,지하철역,10,수도권,026,의정부경전철,0817,발곡,127.05283389107601,37.726997313654799
10002100260818,10002,지하철역,10,수도권,026,의정부경전철,0818,회룡,127.046804285211,37.725113438731697
10002100260819,10002,지하철역,10,수도권,026,의정부경전철,0819,범골,127.04352126137699,37.728728399713702
10002100260820,10002,지하철역,10,수도권,026,의정부경전철,0820,경전철의정부,127.043263769311,37.737179591752998
10002100260821,10002,지하철역,10,수도권,026,의정부경전철,0821,의정부시청,127.034832958599,37.739248879040701
10002100260822,10002,지하철역,10,수도권,026,의정부경전철,0822,흥선,127.03704309882799,37.7433212843777
10002100260823,10002,지하철역,10,수도권,026,의정부경전철,0823,의정부중앙,127.049552921673,37.7436776091848
10002100260824,10002,지하철역,10,수도권,026,의정부경전철,0824,동오,127.056962755789,37.745247390964103
10002100260825,10002,지하철역,10,수도권,026,의정부경전철,0825,새말,127.06361463414601,37.748861368985402
10002100260826,10002,지하철역,10,수도권,026,의정부경전철,0826,경기도청북부청사,127.07150819891901,37.750559716104299
10002100260827,10002,지하철역,10,수도권,026,의정부경전철,0827,효자,127.076908455542,37.754005355562803
10002100260828,10002,지하철역,10,수도권,026,의정부경전철,0828,곤제,127.083728300594,37.750460311729498
10002100260829,10002,지하철역,10,수도권,026,의정부경전철,0829,어룡,127.08518831481901,37.742754094059499
10002100260830,10002,지하철역,10,수도권,026,의정부경전철,0830,송산,127.08717061824601,37.737284033420998
10002100260831,10002,지하철역,10,수도권,026,의정부경전철,0831,탑석,127.088715570639,37.733550699296302
10002100270840,10002,지하철역,10,수도권,027,에버라인,0840,강남대,127.12602099999999,37.270147000000001
10002100270841,10002,지하철역,10,수도권,027,에버라인,0841,고진,127.21434404973699,37.244849630428199
10002100270842,10002,지하철역,10,수도권,027,에버라인,0842,기흥,127.115893,37.275111000000003
10002100270843,10002,지하철역,10,수도권,027,에버라인,0843,김량장,127.19882325872101,37.237171482593197
10002100270844,10002,지하철역,10,수도권,027,에버라인,0844,동백,127.152702438623,37.269067784396299
10002100270845,10002,지하철역,10,수도권,027,에버라인,0845,둔전,127.213670649737,37.267054530438102
10002100270846,10002,지하철역,10,수도권,027,에버라인,0846,명지대,127.190287239672,37.2378518964885
10002100270847,10002,지하철역,10,수도권,027,에버라인,0847,보평,127.218488111639,37.258948708442297
10002100270848,10002,지하철역,10,수도권,027,에버라인,0848,삼가,127.16815112222901,37.242128398129303
10002100270849,10002,지하철역,10,수도권,027,에버라인,0849,시청·용인대,127.178872938098,37.239306576385701
10002100270850,10002,지하철역,10,수도권,027,에버라인,0850,어정,127.143697,37.274898
10002100270851,10002,지하철역,10,수도권,027,에버라인,0851,운동장·송담대,127.20921199577,37.237849949328897
10002100270852,10002,지하철역,10,수도권,027,에버라인,0852,전대·에버랜드,127.21957010744001,37.285297137891099
10002100270853,10002,지하철역,10,수도권,027,에버라인,0853,지석,127.136428,37.269666999999998
10002100270854,10002,지하철역,10,수도권,027,에버라인,0854,초당,127.159451807934,37.260783477907097
10002100300939,10002,지하철역,10,수도권,030,자기부상,0939,인천공항1터미널,126.4493366,37.447564700000001
10002100300940,10002,지하철역,10,수도권,030,자기부상,0940,장기주차장,126.4493366,37.447564700000001
10002100300941,10002,지하철역,10,수도권,030,자기부상,0941,합동청사,126.4497272,37.440644599999999
10002100300942,10002,지하철역,10,수도권,030,자기부상,0942,파라다이스시티,126.4493366,37.447564700000001
10002100300943,10002,지하철역,10,수도권,030,자기부상,0943,워터파크,126.4178278,37.455680800000003
10002100300944,10002,지하철역,10,수도권,030,자기부상,0944,용유,126.42648079999999,37.432139100000001
10002100310948,10002,지하철역,10,수도권,031,인천2호선,0948,왕길,126.6339296,37.595230100000002
10002100310949,10002,지하철역,10,수도권,031,인천2호선,0949,검단사거리,126.64870519999999,37.601934100000001
10002100310950,10002,지하철역,10,수도권,031,인천2호선,0950,마전,126.6496593,37.607937
10002100310951,10002,지하철역,10,수도권,031,인천2호선,0951,완정,126.67325940000001,37.5878388
10002100310952,10002,지하철역,10,수도권,031,인천2호선,0952,독정,126.6672587,37.584719300000003
10002100310953,10002,지하철역,10,수도권,031,인천2호선,0953,검암,126.657455,37.564244600000002
10002100310954,10002,지하철역,10,수도권,031,인천2호선,0954,검바위,126.6688341,37.562094399999999
10002100310956,10002,지하철역,10,수도권,031,인천2호선,0956,서구청,126.66806680000001,37.543910699999998
10002100310958,10002,지하철역,10,수도권,031,인천2호선,0958,가정중앙시장,126.66851819999999,37.517969200000003
10002100310960,10002,지하철역,10,수도권,031,인천2호선,0960,서부여성회관,126.6673823,37.505045699999997
10002100310961,10002,지하철역,10,수도권,031,인천2호선,0961,인천가좌,126.6667443,37.493531699999998
10002100310962,10002,지하철역,10,수도권,031,인천2호선,0962,가재울,126.67514490000001,37.483941399999999
10002100310964,10002,지하철역,10,수도권,031,인천2호선,0964,주안,126.67180209999999,37.464936600000001
10002100310966,10002,지하철역,10,수도권,031,인천2호선,0966,석바위시장,126.68391560000001,37.457653999999998
10002100310967,10002,지하철역,10,수도권,031,인천2호선,0967,인천시청,126.69252059999999,37.456859600000001
10002100310968,10002,지하철역,10,수도권,031,인천2호선,0968,석천사거리,126.7015375,37.456745699999999
10002100310969,10002,지하철역,10,수도권,031,인천2호선,0969,모래내시장,126.71089069999999,37.4559383
10002100310970,10002,지하철역,10,수도권,031,인천2호선,0970,만수,126.7187466,37.455232899999999
10002100310971,10002,지하철역,10,수도권,031,인천2호선,0971,남동구청,126.72838539999999,37.448168600000002
10002100310972,10002,지하철역,10,수도권,031,인천2호선,0972,인천대공원,126.74333470000001,37.448593199999998
10002100320974,10002,지하철역,10,수도권,032,경강선,0974,판교,127.0910428,37.383967900000002
10002100320975,10002,지하철역,10,수도권,032,경강선,0975,이매,127.1194745,37.395692099999998
10002100320976,10002,지하철역,10,수도권,032,경강선,0976,삼동,127.1947381,37.408619100000003
10002100320977,10002,지하철역,10,수도권,032,경강선,0977,경기광주,127.2439609,37.3992079
10002100320978,10002,지하철역,10,수도권,032,경강선,0978,초월,127.2902893,37.373924299999999
10002100320979,10002,지하철역,10,수도권,032,경강선,0979,곤지암,127.3382002,37.350377299999998
10002100320980,10002,지하철역,10,수도권,032,경강선,0980,신둔도예촌,127.39614229999999,37.316178200000003
10002100320981,10002,지하철역,10,수도권,032,경강선,0981,이천,127.4332902,37.264537599999997
10002100320982,10002,지하철역,10,수도권,032,경강선,0982,부발,127.4815222,37.259560200000003
10002100320983,10002,지하철역,10,수도권,032,경강선,0983,세종대왕릉,127.5620973,37.294063299999998
10002100320984,10002,지하철역,10,수도권,032,경강선,0984,여주,127.619525,37.281956600000001
10002100341100,10002,지하철역,10,수도권,034,김포골드,1100,구래,126.62754099999999,37.644711200000003
10002100341101,10002,지하철역,10,수도권,034,김포골드,1101,마산,126.6423183,37.640818199999998
10002100341102,10002,지하철역,10,수도권,034,김포골드,1102,장기,126.6679388,37.644149800000001
10002100341103,10002,지하철역,10,수도권,034,김포골드,1103,운양,126.6832017,37.654030900000002
10002100341104,10002,지하철역,10,수도권,034,김포골드,1104,걸포북변,126.70354330000001,37.6316542
10002100341106,10002,지하철역,10,수도권,034,김포골드,1106,풍무,126.7298225,37.611911900000003
10002100341107,10002,지하철역,10,수도권,034,김포골드,1107,고촌,126.76802530000001,37.6014032
10002100341108,10002,지하철역,10,수도권,034,김포골드,1108,김포공항,126.79939,37.562129200000001
10002102221010,10002,지하철역,10,수도권,222,우이신설선,1010,북한산우이,127.0108254,37.647247399999998
10002102221011,10002,지하철역,10,수도권,222,우이신설선,1011,솔밭공원,127.01325900000001,37.656039
10002102221012,10002,지하철역,10,수도권,222,우이신설선,1012,4.19민주묘지,127.01365800000001,37.649504999999998
10002102221013,10002,지하철역,10,수도권,222,우이신설선,1013,가오리,127.016791,37.641550000000002
10002102221014,10002,지하철역,10,수도권,222,우이신설선,1014,화계,127.017493,37.634109000000002
10002102221015,10002,지하철역,10,수도권,222,우이신설선,1015,삼양,127.018145,37.6269141
10002102221016,10002,지하철역,10,수도권,222,우이신설선,1016,삼양사거리,127.0204885,37.6213318
10002102221017,10002,지하철역,10,수도권,222,우이신설선,1017,솔샘,127.01356800000001,37.620255
10002102221018,10002,지하철역,10,수도권,222,우이신설선,1018,북한산보국문,127.008233,37.612076000000002
10002102221019,10002,지하철역,10,수도권,222,우이신설선,1019,정릉,127.013476,37.602657999999998
10002102221020,10002,지하철역,10,수도권,222,우이신설선,1020,성신여대입구,127.016544,37.59272
10002102221021,10002,지하철역,10,수도권,222,우이신설선,1021,보문,127.0189646,37.585290100000002
10002102221022,10002,지하철역,10,수도권,222,우이신설선,1022,신설동,127.02322959999999,37.576547599999998
10002102231023,10002,지하철역,10,수도권,223,서해선,1023,소사,126.794763,37.483699000000001
10002102231024,10002,지하철역,10,수도권,223,서해선,1024,소새울,126.79778279999999,37.469250199999998
